title,permalink,content,date
"Planeador Abajo!",http://resistancefutile.com/2006/04/27/planeador-abajo/,"<img style=""float:right; margin:0 0 10px 10px;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/mazinger.jpg"" border=""0"" alt="""" />Acabo de recibir esta camiseta que compré en <a href=""http://www.naranjaschinas.com/"">naranjas chinas</a>... no hay palabras para describir lo que sentido al reencontrarme con el robot más querido de nuestra infancia: <a href=""http://es.wikipedia.org/wiki/Mazinger_Z"">Mazinger Z</a> y recordar las frases de <span style=""font-weight:bold;"">Köji Kabuto</span>: ""Planeador Abajo!"" o ""Puños fueeera!"". 
De hecho <a href=""http://resistancefutile.blogspot.com/2006/03/t-shirtst-shirtst-shirts.html"">ya lo avisé</a> que caería un día de estos. Y también tengo dicho que un día de estos probaré lo de comprar en <a href=""http://www.threadless.com/"">Threadless</a>, a ver si me clavan los impuestos o no me los clavan ya que en navidades compré algo en <a href=""http://www.thinkgeek.com/"">Thinkgeek</a> y la aduana se cobró unos bonitos 46 euros que no me hicieron puta gracia.
Aún estoy esperando <a href=""http://resistancefutile.blogspot.com/2006/03/y-quines-son-estos.html"">esta</a>, a ver cuando llega :)
Todo sea por lucir nuestro frikismo y nuestro <span style=""font-style:italic;"">tshirtaholismo</span>.",20060427
"MacBook Pro en Colores by Colorware",http://resistancefutile.com/2006/04/28/macbook-pro-en-colores-by-colorware/,"<a href=""http://www.colorwarepc.com/products/select_macbook.aspx""><img style=""float:right; margin:0 0 10px 10px;cursor:pointer; cursor:hand;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/macbook_pro_main.jpg"" border=""0"" alt="""" /></a><a href=""http://www.colorwarepc.com/"">Colorware</a> es una empresa que se dedica a  distribuir <span style=""font-weight:bold;"">MacBook Pros de 15"" coloreados</span> en el el color que desees. Además también tienen un servicio de repintado por si ya habías comprado tu MacBookPro y quieres hacerle un espectacular modding a la carcasa. Disponen de muchas tonalidades metálicas y 5 en tono mate (blanco, negro, amarillo, rojo y rosa). También repintan iPods, iMacs, MacMinis, PowerBooks,iBooks... un espectáculo visual!

(Vía <a href=""http://www.tuaw.com/2006/04/27/macbook-pros-now-available-in-20-colors-from-colorware/"">TUAW</a>)",20060428
"Hospital Context Awareness",http://resistancefutile.com/2006/04/29/hospital-context-awareness/,"<img style=""float:right; margin:0 0 10px 10px;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/hospital%20lego.jpg"" border=""0"" alt="""" />Mi proyecto fin de carrera se tituló <span style=""font-weight:bold;"">HCS:Hospital Context Service</span>, como alguno de vosotros sabrá lo desarrollé en la Philips Forschungslaboratorien de Aachen (Alemania) durante 8 meses inolvidables. Consistía en un sistema para analizar el Contexto en que se movían los pacientes dentro de un hospital e interpretar pautas, estatus, comportamientos que ayudasen a mejorar los servicios prestados por el hospital: por ejemplo, si un paciente no había sido visitado en mucho tiempo, o si llevaba mucho tiempo deambulando sólo fuera de su habitación se disparaba una alarma para que un médico le atendiera. Esto se conseguía mediante varios sistemas de localización e identificación, principalmente basados en redes Wifi y RFID.

De eso hace ya dos años... no quiero saber como han evolucionado los subsiguientes proyectos desde entonces.

Os cuento esto porque hace unos días vi (vía <a href=""http://www.neodiario.net/story.php?id=236"">neodiario</a>) <a href=""http://www.elmundo.es/navegante/2006/04/21/esociedad/1145633855.html"">una notícia en el diario el Mundo</a> que hablaba de la tecnificación de los hospitales y cómo éstos empezaban a montar redes Wireless y a cabalgar a lomos de las nuevas tecnologías. 

Pensé... si supiérais por dónde debe ir la investigación en estos momentos...",20060429
"Cuelgue de Firefox",http://resistancefutile.com/2006/04/29/cuelgue-de-firefox/,"Para el justiciero, esto le encantará: Hay una página que causará que vuestros Firefox peten. No es una broma, si queréis probarlo Salvad Sesión antes de clicar el link que os pongo a continuación:

Firefox petará si pulsáis <a href=""http://www.kriptopolis.org/files/crash.html"">este link</a>.

Continúo diciendo que Firefox es lo más estable que hay en temas de navegación web, pero en  fin, también se puede ver que nadie es infalible pues Safari, se queda tan pancho.

(Vía <a href=""http://thefuckingshit.org/?p=246"">The Fucking Shit</a>)",20060429
"Quiero un simulador de Force Dynamics",http://resistancefutile.com/2006/04/30/quiero-un-simulador-de-force-dynamics/,"Increíble simulador de <a href=""http://force-dynamics.com/"">Force Dynamics</a> del que os pongo un vídeo del simulador en acción con el Richard Burns Rally... para fliparlo mucho.

<embed style=""width:400px; height:326px;"" id=""VideoPlayback"" align=""middle"" type=""application/x-shockwave-flash"" src=""http://video.google.com/googleplayer.swf?videoUrl=http%3A%2F%2Fvp.video.google.com%2Fvideodownload%3Fversion%3D0%26secureurl%3DvwAAAG7ggqAHSiJjpW0D3w4aYTWcHMaLEkbRPguM4HyYhDhTDk6aCbOE5FPPLndEqs5KqGEMtl1Po8KZSXf1wxg-_UTUz5oTIVYmhl63sHGf9vXa0Vjko9QATZemKaonTTlfCYRkpF_Fa-ZISvbOhlt9KVGawK7KdiUo_6lu_KB-omTXJROq4mbfWppU6_658XJSfLXJO2fat3ojhovduEqGemEGmxWvw9hk8WgsumCDKV_EeEeYO_5yIcHawFkw2MqyRQ%26sigh%3DPN1qpsibZoNItlkg8gPNwXS9uQc%26begin%3D0%26len%3D81699%26docid%3D4158814239136110758&thumbnailUrl=http%3A%2F%2Fvideo.google.com%2FThumbnailServer%3Fapp%3Dvss%26contentid%3Dcbf55338c6f0f81c%26second%3D5%26itag%3Dw320%26urlcreated%3D1146413696%26sigh%3Dupq8SEa59CU1TP3UaRC_jGsptAg&playerId=4158814239136110758"" allowScriptAccess=""sameDomain"" quality=""best"" bgcolor=""#ffffff"" scale=""noScale"" wmode=""window"" salign=""TL""  FlashVars=""playerMode=embedded""> </embed>
              

(Vía <a href=""http://www.techeblog.com/index.php/tech-gadget/video-force-dynamics-rally-seat"">TechEblog</a>)",20060430
"Soy multinavegador",http://resistancefutile.com/2006/05/01/soy-multinavegador/,"<img style=""float:right; margin:0 0 10px 10px;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/SurfWeb.jpg"" border=""0"" alt="""" />Soy <span style=""font-style:italic;""><span style=""font-weight:bold;"">multinavegador</span></span>: uso indistintamente más de un navegador a la vez. Ahora mi manía se está expandiendo: en el trabajo (uso WinXp) navego con <a href=""http://www.mozilla-europe.org/es/products/firefox/"">Firefox</a> casi siempre y últimamente uso <a href=""http://www.opera.com/download/windows/"">Opera</a>, a veces, para tareas concretas como postear aquí o en <a href=""http://bitelia.com"">Bitelia</a>.

Pero es que en Mac OS X soy un <span style=""font-weight:bold;"">geek</span> de los navegadores, si picháis en Leer más paso a relataros más o menos mis tendencias.
<span class=""fullpost"">
<a href=""http://www.mozilla-europe.org/es/products/firefox/"">Firefox</a> es mi navegador por defecto. Para mí es el más cómodo de usar y a través de sus extensiones puedo configurarlo a placer: tengo una que guarda sesiones y ordena tabs: <a href=""http://tmp.garyr.net/"">TabMixPlus</a>, la extensión para tagear en <a href=""http://delicious.mozdev.org/"">del.icio.us</a>, <a href=""http://projects.koziarski.net/fyr/"">feedyourreader</a> para agregar feeds a <a href=""http://ranchero.com/netnewswire/"">NNW</a>, varios skins...

<a href=""http://www.caminobrowser.org/"">Camino</a> y <a href=""http://www.apple.com/es/macosx/features/safari/"">Safari</a> le siguen: cuando quiero mirar una cosa rápidamente uso Camino, en mi opinión, es el que tarda menos en renderizar y cargar, en cambio uso Safari cuando tengo muchas aplicaciones abiertas, para no penalizar memoria RAM (Safari es de los que menos recursos gasta). Por esto a los tres les tengo destinado un sitio de privilegio en mi Dock.

Pero aún hay otro que tengo en muy buena consideración: cuando quiero realmente un navegador <span style=""font-style:italic;"">lightweight</span>, para hacer una determinada búsqueda en google, algo tonto, algo rápido y minimalista, entonces a través de mi poderoso QuickSilver invoco a <a href=""http://www.sunrisebrowser.com/en/index.html"">SunRiseBrowser</a>, para mí la máxima expresión en sencillez y consumo de recursos.

Cómo véis, uso 4 navegadores en Mac y 2 en WinXP, de los cuáles se sólo se repite uno: <span style=""font-weight:bold;"">Firefox</span> como navegador por defecto en ambos sistemas.
</span>",20060430
"Mi post 2Π",http://resistancefutile.com/2006/05/01/mi-post-2%cf%80/,"<img style=""float:right; margin:0 0 10px 10px;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/Trigonometry.jpg"" border=""0"" alt="""" />Éste es mi post 2&Pi; ... hay gente que celebra especialmente que ha escrito el post número 100, o el 200 o el 300... yo por el contrario voy a celebrar el post 360, el 720, el 1080 y así, es decir en múltiplos de Pi ya que 360º son 2&Pi;.

Hombre es representativo, es como dar toda una vuelta a la olla que se me ha ido hace tiempo :P

Por cierto la screenshot (no sé si ve muy bien pero es &Pi;) corresponde a un programa para Mac OS X llamado <a href=""http://www.vojousoftware.com/products.html"">Trigonometry</a>, muy útil si cursas bachillerato. Otra curiosidad que os preguntaréis los que tenéis blog en blogger es como naranjas me las he arreglado para determinar que éste es el post 360 puesto que blogger no nos indica cuántos posts llevamos, bien pues haciendo <a href=""http://search.blogger.com/?q=blogurl%3Ahttp%3A%2F%2Fresistancefutile.blogspot.com&btnG=Buscar+blogs&hl=es&ui=blg"">esta búsqueda en blogger search</a>, que me retorna el número de entradas que ha habido: <span style=""font-weight:bold;"">360</span>.

<span style=""font-weight:bold;"">Actualización</span>: me comentan que hay otra forma de saber el número de posts y es en el Dashboard de Blogger, dónde dice que tengo 339 posts, con lo cual me he adelantado unos 21... qué curioso, 21 es 7x3, dos números primos que me encantan, bueno siempre puede uno encontrarle factores geeks a alguna cosa en particular, bien perdón que me voy por las ramas, pues eso, que cuándo sea el post 360, enlazaré a este post, y listo... en fin qué cosas pasan!",20060501
"Ahora voy...",http://resistancefutile.com/2006/05/01/ahora-voy/,"""Espérate un momentín que ahora voy cariño..."" espectacular, para mearse de risa este fantástico vídeo musical subtitulado al español que nos trae <span style=""font-weight:bold;"">caic</span> vía <a href=""http://meneame.net/story.php?id=15116"">menéame</a>...

<object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/VOwD4UVgwUQ""></param><embed src=""http://www.youtube.com/v/VOwD4UVgwUQ"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>

(Vía <a href=""http://yabrembre.blogspot.com/2006/05/tripod-en-espaol.html"">yabrembre)</a>",20060501
"Get a Mac!",http://resistancefutile.com/2006/05/02/get-a-mac/,"Apple vuelve a destacar en el plano internacional con <a href=""http://www.apple.com/getamac/ads/"">una campaña de anuncios buenísimos al estilo apple/switch</a>. En esta ocasión bajo el eslógan de ""Get a Mac!"" nos brindan 6 spots a cuál más divertido. Y aunque bueno, sabéis que no soy muy partidario de reírme de los defectos del rival, he reído bastante con los 6. Sobretodo con el de iLife, que es fantástico... cuándo le dice (clicad en leer más pero cuidado, primero tenéis que ver el vídeo, que si no os <span style=""font-style:italic;"">spoileo</span>):
<span class=""fullpost"">
<span style=""font-weight:bold;"">[SPOILER]</span>

<a href=""http://www.apple.com/getamac/ads/""><img style=""display:block; margin:0px auto 10px; text-align:center;cursor:pointer; cursor:hand;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/Imagen%201.0.png"" border=""0"" alt="""" /></a>

<blockquote>Mac:""have you checked iMovie,iPhoto,iWeb... iLive comes in every Mac""
PC:""iLife, well I've got some very cool apps that are bundled with me.""
Mac:""but what have you got?""
PC:""Pfff calculator""
Mac:"">_> that's cool anything else?""
PC:""clock.""
Mac:""That sounds like hours of fun xD""</blockquote>
<span style=""font-weight:bold;"">
[/SPOILER]</span>
</span>
Buenísimos todos, os los recomiendo muy especialmente.

(Vía <a href=""http://www.thinkwasabi.com/2006/05/02/hola-soy-un-pc/"">ThinkWasabi</a>)",20060502
"No dejes que un geek disfrace a tu bebé",http://resistancefutile.com/2006/05/02/no-dejes-que-un-geek-disfrace-a-tu-bebe/,"Si dejas a tu crío en manos de un geek para que le haga un disfraz de carnaval pueden ocurrile cosas como ésta:

<img style=""display:block; margin:0px auto 10px; text-align:center;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/138919950_1294c9104b_o.jpg"" border=""0"" alt="""" />

xD aún me estoy riendo... aunque ahora que me fijo... será Photoshop superpuesto? Apuesto a que sí.

(Vía <a href=""http://www.nopuedocreer.com/quelohayaninventado/?p=360"">Nopuedocreerloquehaninventado</a>)",20060502
"I want to believe",http://resistancefutile.com/2006/05/05/i-want-to-believe/,"<a href=""http://www.ufolandingsbaan.nl/website_UK/pages/initiatief.html""><img style=""float:right; margin:0 0 10px 10px;cursor:pointer; cursor:hand;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/140518573_34d9c591b2_m.jpg"" border=""0"" alt="""" /></a>En la autopista A27 de Holanda hay situadas en una de sus salidas (<a href=""http://maps.google.com/maps?f=q&hl=en&q=Utrecht+Netherlands&ll=52.025036,5.18383&spn=0.094007,0.342293&om=1"">Houten</a>, cerca de Utrecht) dos rotondas que intentan ser <a href=""http://www.ufolandingsbaan.nl/website_UK/"">una pista de aterrizaje para OVNIS</a>, en ellas  está escrita la letra U del inglés UFO y hay en una de ellas una luz indica la intensidad del tráfico de la autopista, cambiando de color, para indicar a los extraterrestres cuándo es más seguro intentar un aterrizaje.

Claro que como rezan en su <a href=""http://www.ufolandingsbaan.nl/website_UK/pages/initiatief.html"">sitio oficial</a>, si se produce un aterrizaje, la localidad de Houten será mundialmente conocida.

Hay gente <span style=""font-style:italic;"">freak</span> que repite el mantra: ""I want to believe"" ;)

(Vía <a href=""http://www.nopuedocreer.com/quelohayaninventado/?p=364"">No puedo creer lo que hayan inventado</a>)",20060505
"10 creaciones hechas con LED's",http://resistancefutile.com/2006/05/05/10-creaciones-hechas-con-leds/,"En TechEblog hacen uno de sus particulares posts recopilatorios dónde muestran 10 creaciones extrañas. En este caso es un post dedicado a <a href=""http://www.techeblog.com/index.php/tech-gadget/top-10-coolest-led-creations"">10 extravagancias hechas con LEDs</a>.

Me han llamado la atención especialmente una lámpara hecha con LED's y controlada por ordenador de la cual podeís ver un vídeo <a href=""http://www.youtube.com/watch?v=P7tozOM_XD0"">aquí</a>, unas <a href=""http://brightfeetslippers.com/store/index.php?main_page=featured_products&disp_order=5&Itemid=29"">zapatillas con punta de LED</a> para que no te pierdas en ese pipí nocturno y <a href=""http://makezine.com/pub/ev/150"">una mesa con fondo de LEDS</a>, un éxito seguro en las cenas familiares/sociales.

Aunque dadas mis tendencias de fan absoluto de los LEDs como se demostró <a href=""http://resistancefutile.blogspot.com/2006/04/geek-graffiti-con-led-throwies.html"">en esta entrada</a>, no podía sino enlazaros el vídeo de los LED Throwies (LED+pilabotón+imán) que es fantástico. 

<object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/S6-v3Z-qOAU""></param><embed src=""http://www.youtube.com/v/S6-v3Z-qOAU"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>

Ojalá un día de estos hagamos una quedada friki y con unos cuantos throwies en la mano (y unas cuantas cervezas en el gaznate) nos dedicamos a pegarlos por ahí, quién se paunta?",20060505
